Image,Order No.,Order Date (dd-mm-yyyy),Client Name,University/ College Name,Client District,Client State,Client Pin Code,Book No.,Book Sr. No.,Book Date (dd-mm-yyyy),Product Name,Product Quantity,Product Unit,Unit Price (INR/Unit),Total amount (INR),Tax amount (INR),Delivery/Forwarding charges,Grand Total amount including Tax (INR),Dispatched through (Agency Name),Dispatch RR/ GR No.,Dispatch Date (dd-mm-yyyy),Date  of material receipt (dd-mm-yyyy),Autorised signatory from Standard Library Service
,CSL/07-08/57,11/7/2007,The Incharge,Central Science Library,-,Delhi,110 007,1,B/85,11/9/2007,"Plastic Reader's Tickets - Size 2""*3"". Fabricated and Printed as per your sample.GREEN Colour. ..",2000,th.,2500,5000,625,,5625,-,-,-,-,
,CSL/07-08/53,3/7/2007,Incharge,Central Science Library,-,Delhi,110007,1,B/81,29-08-2007,Book Tags - Self Adhesive sticker type. Oval shape.,10000,Th.,110,1100,,,,,,,,
,CSL/07-08/53,3/7/2007,Incharge,Central Science Library,-,Delhi,110007,1,B/81,29-08-2007,"Transparent Strips (Self Adhesive) Rectangular shape with rounded corners size - 2""*1 1/4"". For Oval shape Book tags. ..",10000,Th.,250,2500,144,,3744,-,-,-,-,
,CSL/07-08/52,3/7/2007,Incharge,Central Science Library,-,Delhi,110007,1,B/53,24-07-2007,Book Selection Slips - Printed one sdie on azure ledger paper as per your sample.,10000,Th.,250,2500,100,,2600,-,-,-,-,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,3,B/230,23-03-2007,Accession Registers - 5000 entries. Leather Bound.,One,Each,450,450,18,,468,-,-,-,-,
,CSL/06-07/188,23-08-2006,Incharge,Central Science Library,-,Delhi,110007,2,B/194,28-12-2006,"Kardex Cabinet - 16 Trays Made of steel. Enamelled in durable finish. Capacity 1024 cards of size 8""*5"".",One,Ea.,6580,6580,822.5,,7402.5,-,-,-,-,
,CSL/06-07/188,23-08-2006,Incharge,Central Science Library,-,Delhi,110007,2,B/195,28-12-2006,"Kardex card Holder's - Size 8""*5"". Fitted in Kardex Cabinet - Total 1024 Pockets i.e, 6; in each tray. ",1024,Lot,6250,6250,250,,6500,-,-,-,-,
,CSL/06-07/44,26-06-2006,The Incharge,Central Science Library,-,Delhi,110007,2,B/65,10/7/2006,Insertion slips - Printed one side on medium weight card stock.,20000,Th.,100,2000,,,,,,,,
,CSL/06-07/44,26-06-2006,The Incharge,Central Science Library,-,Delhi,110007,2,B/65,10/7/2006,Book Pockets - Small (Plain) ,10000,Th.,225,2250,,,,,,,,
,CSL/06-07/44,26-06-2006,The Incharge,Central Science Library,-,Delhi,110007,2,B/65,10/7/2006,"Book Cards - Size 2""*3"". White (Plain) Heavy weight.",10000,Th.,150,1500,,,,,,,,
,CSL/06-07/44,26-06-2006,The Incharge,Central Science Library,-,Delhi,110007,2,B/65,10/7/2006,"Shelf List Cards - Size 5""*3"". Indian Card stock : heavy wt. ",5000,Th.,400,2000,,,,,,,,
,CSL/06-07/44,26-06-2006,The Incharge,Central Science Library,-,Delhi,110007,2,B/65,10/7/2006,Book Tags - Self Adhesive sticker type. Oval shape.,5000,Th.,100,500,330,,8580,-,-,-,-,
,Store/2005-06/689,24-02-2006,Incharge,Central Science Library,-,Delhi,110007,1,B/40,26-05-2006,"Guide Cards (Plain) Size 6""*4 1/2"". Extra thick quality. Tab cut Yellow Colour.",500,Lot,800,800,32,,832,-,-,-,-,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,9,L/826,18-02-2006,Book Pockets - Small (Plain) ,3000,Th.,225,675,,,,,,,,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,9,L/826,18-02-2006,"Book Cards - Size 2""*3"".Plain White Heavy weight white card.",5000,Th.,120,600,,,,,,,,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,9,L/826,18-02-2006,"Book Selection Slips - Size 5""*3"" Printed with matter as per your sample. On superior quality ledger paper.",5000,Th.,225,1125,,,,,,,,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,9,L/826,18-02-2006,"Selflist Cards- Size 5""*3"". White (Plain) Punched. Indian Card stock : heavy weight",5000,Th.,400,2000,176,,4576,-,-,-,-,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,9,L/827,18-02-2006,"STEEL BOOK SUPPORTS- Made of heavy gauge steel sheets and powder coated in grey finish. Size 7 1/4""*5"".",100 Nos.,Each,36,3600,450,,4050,-,-,-,-,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,9,L/833,21-02-2006,"STEEL BOOK SUPPORTS- Made of heavy gauge steel sheets and powder coated in grey finish. Size 7 1/4""*5"".",100 Nos.,Each,36,3600,450,,4050,-,-,-,-,
,CSL/Store/05-06,5/11/2005,The Incharge,Central Science Library,-,Delhi,110007,2,L/196,30-07-2005,"Plastic Reader's Tickets - Size 2""*3"". Printed as per your sample. Grey Colour.",3000,Th.,1600,4800,600,,5400,-,-,-,-,
,CSL/Store/05-06,5/11/2005,The Incharge,Central Science Library,-,Delhi,110007,2,L/197,30-07-2005,Insertion slips - Printed one side on medium weight card stock.,8000,Th.,100,800,32,,832,-,-,-,-,
,-,-,The Library Incharge,Central Science Library,-,Delhi,110007,-,-,-,"Plastic Pouches - Size 3 1/4""*4"". For Library Membership cards. Made of transparents Plastic.",2000,Ea.,1.2,2400,192,,2592,-,-,-,-,
,-,-,The Library Incharge,Central Science Library,-,Delhi,110007,-,-,-,"Self list Cards- Size 5""*3"". White (Plain) Punched. Indian Card stock : heavy weight",10000,Th.,350,3500,280,,3780,-,-,-,-,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,-,-,-,"SteeL Book Supports- Made of heavy gauge steel sheets and powder coated in grey finish. Size 7 1/4""*5"".",100 Nos.,Ea.,35,3500,280,,3780,-,-,-,-,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,-,-,-,"Plastic Reader's Tickets - Size 2""*3"". Made of superior quality Plastic in Royal Blue Colour. Fabricated and Printed both sides with matter as per your sample. ..",2000,Th.,1600,3200,256,,3456,-,-,-,-,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,-,-,-,Insertion slips - Printed one side on medium weight card stock.,5000,Th.,100,500,,,,,,,,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,-,-,-,Plastic Date Guides(1-31),2 sets.,set,180,360,,,,,,,,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,-,-,-,"Book Cards- Size 2""*3"" . Plain . White. ..",10000,Th.,120,1200,,,,,,,,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,-,-,-,Book Pockets- Small (Palin) ..,5000,Th.,180,900,236.8,,3196.8,-,-,-,-,
,-,-,The Library Incharge,"Director General Employment & Training , Ministry of Labour,",-,New Delhi,110 001,1,B/79,13-02-2014,Periodical Record Registers - 200 Leaves. Leather Bound.,Four,ea.,750,3000,,,,,,,,
,-,-,The Library Incharge,"Director General Employment & Training , Ministry of Labour,",-,New Delhi,110 001,1,B/79,13-02-2014,Accession Registers - 5000 entries. Leather Bound.,Four,ea.,750,3000,,,,,,,,
,-,-,The Library Incharge,"Director General Employment & Training , Ministry of Labour,",-,New Delhi,110 001,1,B/79,13-02-2014,Daily Issue Registers - 200 leaves Leather Bound.,Six,ea.,750,4500,,,,,,,,
,-,-,The Library Incharge,"Director General Employment & Training , Ministry of Labour,",-,New Delhi,110 001,1,B/79,13-02-2014,Stock Verification Registers-200 leaves. Ea. Leather Bound. ..,Four,ea.,750,3000,675,,14175,-,-,-,-,
,-,-,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/72,30-11-2012,Bar code Labels - Blank 65 Labels on one sheets(Total 100 sheets),10 Pkts.,Pkt,250,2500,,,,,,,,
,-,-,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/72,30-11-2012,Transparent Labels - Self Adhesive Sticker type.,10000,Th.,250,2500,250,,5250,-,-,-,-,
,D-15014/3/2007/Admn.II,2/7/2012,The Section Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/37,30-07-2012,"Book Cards- Size 3""*5"". Printed both sides on heavy weight yellow card stock.",10000,Th.,700,7000,350,,7350,-,-,-,-,
,D-15014/3/2007/Admn.II,7/2/2012,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/97,10/2/2012,Periodical Record Registers - 200 Leaves. Leather Bound.,One,Each,625,625,,,,,,,,
,D-15014/3/2007/Admn.II,7/2/2012,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/97,10/2/2012,Loan Registers - 200 leaves. Leather Bound.,Two,Each,625,1250,,,,,,,,
,D-15014/3/2007/Admn.II,7/2/2012,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/97,10/2/2012,Visitor's Register - 100 Leaves. Leather Bound.,Two,Ea.,525,1050,,,,,,,,
,D-15014/3/2007/Admn.II,7/2/2012,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/97,10/2/2012,Bar code Labels - (40 Labels One sheet),4 Pkts.,Pkt,250,1000,,,,,,,,
,D-15014/3/2007/Admn.II,7/2/2012,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/97,10/2/2012,Transparent Labels (Self Adhesive Sticker type),4 Pkts.,Pkt,250,1000,246.25,,5171.25,-,-,-,-,
,-,-,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/67,29-10-2011,Bar code Labels- Blank 65 Labels on one sheet (Total 100 sheets),6 pkts,Pkt,250,2000,100,,2100,-,-,-,-,
,15014/3/2007-Admn-II,27-05-2011,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/19,27-05-2011,Bar code Labels- Blank 65 Labels on one sheet Box of 100 sheets,6 pkts,Pkt,250,1500,,,,,,,,
,15014/3/2007-Admn-II,27-05-2011,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/19,27-05-2011,Transparent Labels (Self Adhesive Sticker type),3000,Th.,250,7500,450,,9450,-,-,-,-,
,15014/3/2007-Admn-II,27-05-2011,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/19,27-05-2011,Spine Labels (Laser Printing) Self Adhesive,39000 (6 Pkts),Lot,1500,1500,,,,,,,,
,15014/3/2007-Admn-II,27-05-2011,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/19,27-05-2011,Transparent Labels Self Adhesive for bar code labels.,30000,Th.,250,7500,450,,9450,-,-,-,-,
,-,-,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,2,B/129,28-02-2011,Transparent spine Labels- Self Adhesive,20000,Th.,250,5000,250,,5250,-,-,-,-,
,-,-,The Administrative Officer,Ministry of Labour and Employment,-,New Delhi,-,2,B/144,3/2/2011,Accession Registers - 200 leaves. Leather Bound (Without Nos.),3 Nos.,Each,550,1650,82.5,,1732.5,-,-,-,-,
,D-15014/3/2007/Admn.II,8/11/2008,The Section Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/87,10/11/2010,Book Labels - Self Adhesive sticker type. /rect.shape.,,Th.,120,3600,,,,,,,,
,D-15014/3/2007/Admn.II,8/11/2008,The Section Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/87,10/11/2010,Transparent spine Labels- Self Adhesive,,Th.,250,10000,680,,14280,-,-,-,-,
,RL6/Library-2010,30-09-2010,The Library & Information Officer,Ministry of Labour and Employment,-,New Delhi,110001,1,B/85,27-10-2010,Bar code Labels- Blank 65 Labels on one sheet Box of 100 sheets,50 pkts,Pkt,250,12500,,,,,,,,
,RL6/Library-2010,30-09-2010,The Library & Information Officer,Ministry of Labour and Employment,-,New Delhi,110001,1,B/85,27-10-2010,Self Adhesive Transparent Labels. For bar code labels.,50000,Th.,250,12500,1250,,26250,-,-,-,-,
,D-15014/3/2007/Admn.II,26-06-2010,The Section Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/73,25-09-2010,"Book Cards- Size 3""*5"". Printed both sides on heavy wt.card.",7000,Th.,570,3990,,,,,,,,
,D-15014/3/2007/Admn.II,26-06-2010,The Section Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/73,25-09-2010,Bar code Labels- Blank 65 Labels on one sheet (Total 100 sheets),4 pkts.,Pkt,250,1000,,,,,,,,
,D-15014/3/2007/Admn.II,26-06-2010,The Section Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/73,25-09-2010,Transparent Labels - Self Adhesive Sticker type nar code labels.,9000,Th.,250,2250,,,,,,,,
,D-15014/3/2007/Admn.II,26-06-2010,The Section Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/73,25-09-2010,Due Date Slips - Printed as per your sample.,7000,Th.,260,1820,,,,,,,,
,D-15014/3/2007/Admn.II,26-06-2010,The Section Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/73,25-09-2010,Book Pockets - Bag shaped. Printed.,7000,Th.,570,3990,,,,,,,,
,D-15014/3/2007/Admn.II,26-06-2010,The Section Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/73,25-09-2010,Book Slips (Book Plates)- Printed one side on whute art paper.,7000,Th.,260,1820,743.5,,15613.5,-,-,-,-,
,-,14-05-2010,The Section Officer,Ministry of Labour & Employment,-,New Delhi,110001,1,B/13,8/6/2010,CONSULTATION STAND - For reading on one book adjustable height,One,Ea.,2550,2550,318.75,,2868.75,-,-,-,-,
,-,-,The Librarian,Ministry of Labour & Employment,-,New Delhi,110001,2,B/138,20-01-2010,Bar code Labels- Blank 65 Labels on one sheet Box of 100 sheets,20 pkts,pkt,240,4800,,,,,,,,
,-,-,The Librarian,Ministry of Labour & Employment,-,New Delhi,110001,2,B/138,20-01-2010,Transparent Labels - Self Adhesive Sticker type nar code labels.,20000,Th.,250,5000,,,,,,,,
,-,-,The Librarian,Ministry of Labour & Employment,-,New Delhi,110001,2,B/138,20-01-2010,Accession Register- 500 entries Leather Bound.,one,Each,525,525,516.25,-0.25,10841,-,-,-,-,
,-,-,The Administrative Officer,Ministry of Labour & Employment,-,New Delhi,-,2,B/137,19-01-2010,Accession Register- 500 entries Leather Bound.,3 Nos.,Each,525,1575,,,,,,,,
,-,-,The Administrative Officer,Ministry of Labour & Employment,-,New Delhi,-,2,B/137,19-01-2010,Book Labels - Self Adhesive sticker type. Rectangular shape,5000,Th.,110,550,,,,,,,,
,-,-,The Administrative Officer,Ministry of Labour & Employment,-,New Delhi,-,2,B/137,19-01-2010,Transparent Plastic Labels Self Adhesive,5000,Th.,250,1250,168.75,,3543.75,-,-,-,-,
,-,20-07-2009,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110001,1,B/61,30-07-2009,Transparent Plastic Self Adhesive covers for Bar code Labels.,10000,Th.,250,2500,100,,2600,-,-,-,-,
,-,-,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110001,1,B/12,29-04-2009,BAR CODE LABELS - Blank 65 Labels on one sheets(Total 100 sheets),10 Pkts.,Pkt,240,2400,96,,2496,-,-,-,-,
,-,-,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110001,2,B/123,28-01-2009,STOCK VERIFICATION Registers-200 leaves. Leather Bound. ..,ONE,Each,500,500,20,,520,-,-,-,-,
,D-15014/3/2007/Admn.II,5/9/2008,The Section Officer,Ministry of Labour & Employment,-,New Delhi,-,1,B/85,3/10/2008,Bar code Labels- Blank 65 Labels on one sheet Box of 100 sheets,6 pkts.,pkt,250,1500,,,,,,,,
,D-15014/3/2007/Admn.II,5/9/2008,The Section Officer,Ministry of Labour & Employment,-,New Delhi,-,1,B/85,3/10/2008,Computer Catalogue Cards (Continuous) Punched.,5000,Th.,450,2250,,,,,,,,
,D-15014/3/2007/Admn.II,5/9/2008,The Section Officer,Ministry of Labour & Employment,-,New Delhi,-,1,B/85,3/10/2008,Book Plates- Printed one side on white art paper.,5000,Th.,250,1250,,,,,,,,
,D-15014/3/2007/Admn.II,5/9/2008,The Section Officer,Ministry of Labour & Employment,-,New Delhi,-,1,B/85,3/10/2008,Due Date Slips - Printed one side on white paper.,5000,Th.,250,1250,,,,,,,,
,D-15014/3/2007/Admn.II,5/9/2008,The Section Officer,Ministry of Labour & Employment,-,New Delhi,-,1,B/85,3/10/2008,Book Pockets - Bag shaped. Printed. As per your sample.,5000,Th.,520,2600,354,,9204,-,-,-,-,
,-,15-09-2008,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110 001,1,B/82,29-09-2008,"Book Cards- Size 3""*5"". Printed both sides as per your sample on heavy weight YELLOW Card sotck.",10000,th.,520,5200,,,,,,,,
,-,15-09-2008,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110 001,1,B/82,29-09-2008,Date slips- printed as per your sample on superior white paper. ..,10000,th.,250,2500,,,,,,,,
,-,15-09-2008,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110 001,1,B/82,29-09-2008,Book Pockets - Bag shaped. Printed with matter as per your sample. ..,10000,th.,520,5200,,,,,,,,
,-,15-09-2008,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110 001,1,B/82,29-09-2008,Book Stickers (Call Nos.) Rectangular shape. ..,10000,th.,110,1100,,,,,,,,
,-,15-09-2008,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110 001,1,B/82,29-09-2008,Book Plates- Printed one side on white art paper.,10000,th.,250,2500,660,,17160,-,-,-,-,
,D-15014/3/2007/Admn.II,29-11-2007,The Secretary,Labour Documents & Reference centre Ministry of Labour,-,New Delhi,-,2,B/184,5/3/2008,"Book Cards- Size 3""*5"". Printed both sides on H.W. Card stock.",1000,Th.,480,480,,,,,,,,
,D-15014/3/2007/Admn.II,29-11-2007,The Secretary,Labour Documents & Reference centre Ministry of Labour,-,New Delhi,-,2,B/184,5/3/2008,"Catalogue cards- Size 5""*3"". White ruled and punched. Imported card stock : Heavy weight ..",1000,Th.,600,600,,,,,,,,
,D-15014/3/2007/Admn.II,29-11-2007,The Secretary,Labour Documents & Reference centre Ministry of Labour,-,New Delhi,-,2,B/184,5/3/2008,Book Pockets - Bag shaped. Printed,1000,Th.,480,480,,,,,,,,
,D-15014/3/2007/Admn.II,29-11-2007,The Secretary,Labour Documents & Reference centre Ministry of Labour,-,New Delhi,-,2,B/184,5/3/2008,Due Date slips- Printed,1000,Th.,225,225,,,,,,,,
,D-15014/3/2007/Admn.II,29-11-2007,The Secretary,Labour Documents & Reference centre Ministry of Labour,-,New Delhi,-,2,B/184,5/3/2008,Book Labels- self Adhesive. Rect.,1000,Th.,110,110,,,,,,,,
,D-15014/3/2007/Admn.II,29-11-2007,The Secretary,Labour Documents & Reference centre Ministry of Labour,-,New Delhi,-,2,B/184,5/3/2008,Book Plates- Printed one side on white art paper.,1000,Th.,225,225,84.8,,2204.8,-,-,-,-,
,D-14016/6/07-Admn 0 II,4/2/2008,The Section Officer,Ministry of Labour & Employment,-,New Delhi,-,2,B/176,20-02-2008,"Catalogue card cabinets Made of best quality seasoned teakwood and well polished. Complete with standard fittings and leg base. Suitable for housing cards size 5""*3"". 16-Drawers Units. ..",2 Nos.,Each,6000,12000,1500,,13500,-,-,-,-,
,D-15014/3/2007/Admn.II,29-09-2007,The Section Officer,Ministry of Labour & Employment,-,New Delhi,-,2,B/127,21-11-2007,Loan Registers - 200 leaves. Leather Bound.,2 Nos.,Each,450,900,36,,936,-,-,-,-,
,RL-6/Library-2005,22-01-2007,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110 001,1,B/44,26-06-2007,"Bill Registers- Size 8 1/2""* 12 1/2"". Printed with columns as per your proforma on superior quality azure ledger paper. Strong half0 leather bound. 200 leaves each.",Four,ea.,480,1920,,,,,,,,
,RL-6/Library-2005,22-01-2007,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110 001,1,B/44,26-06-2007,"Book Cards- Size 3""*5"". Printed both sides as per your sample on heavy wt yellow Card sotck.",1000,ea.,450,450,,,,,,,,
,RL-6/Library-2005,22-01-2007,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110 001,1,B/44,26-06-2007,Due Date Slips (Printed),1000,th.,200,200,,,,,,,,
,RL-6/Library-2005,22-01-2007,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110 001,1,B/44,26-06-2007,Book Pockets (Printed) Bag shaped. ..,1000,ea.,450,450,,,,,,,,
,RL-6/Library-2005,22-01-2007,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110 001,1,B/44,26-06-2007,Book Tags - (Self Adhesive) sticker type. Rect. ..,1000,th.,100,100,,,,,,,,
,RL-6/Library-2005,22-01-2007,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110 001,1,B/44,26-06-2007,Book Plates- Printed one side as per your sample on art paper ..,1000,th.,200,200,,,,,,,,
,RL-6/Library-2005,22-01-2007,The Library & Information Officer,Ministry of Labour & Employment,-,New Delhi,110 001,1,B/44,26-06-2007,Visitor's Register - 100 Leaves. Leather Bound.,Four,ea.,325,1300,184.8,,4804.8,-,-,-,-,
,D-15014/3/07/Admn.II,19-02-2007,The Section Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/17,16-04-2007,"Catalogue cards- Size 5""*3"". White ruled and punched. Imported card stock : Heavy weight ..",2000,Th.,575,1150,,,,,,,,
,D-15014/3/07/Admn.II,19-02-2007,The Section Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/17,16-04-2007,Due Date Slips - Printed one side on white paper as per your sample.,2000,Th.,225,450,,,,,,,,
,D-15014/3/07/Admn.II,19-02-2007,The Section Officer,Ministry of Labour and Employment,-,New Delhi,-,1,B/17,16-04-2007,Book Pockets- Bag shaped. Printed as per your sample. ,1000,Th.,450,450,82,,2132,-,-,-,-,
,D-30011/6/05-6/,17-01-2005,The Library & Infor. Officer,Labour Documentation and Ref.Centre,-,New Delhi,110001,8,L/746,25-01-2006,"Catalogue cards- Size 5""*3"". White ruled and punched. Imported card stock : Heavy weight ..",2000,Th.,575,1150,,,,,,,,
,D-30011/6/05-6/,17-01-2005,The Library & Infor. Officer,Labour Documentation and Ref.Centre,-,New Delhi,110001,8,L/746,25-01-2006,Book Plates- Printed one side as per your sample.,2000,Th.,200,400,,,,,,,,
